RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
7174,2023-09-27,Tom Latham,Sri Lanka,74,17,9,8.2
7175,2023-08-26,Rahmanullah Gurbaz,England,83,4,13,8.5
7176,2024-04-11,Tom Latham,India,72,16,12,8.0
7177,2024-06-04,Mitchell Starc,Sri Lanka,73,4,23,7.5
7178,2024-11-21,Jos Buttler,New Zealand,68,5,27,7.0
7179,2023-05-04,Suryakumar Yadav,New Zealand,58,11,31,6.3
7180,2025-06-11,Shimron Hetmyer,India,88,4,8,9.0
7181,2023-04-17,Joe Root,England,69,10,21,7.4
7182,2024-05-02,Devon Conway,Pakistan,56,8,36,6.0
7183,2023-11-20,Hardik Pandya,New Zealand,55,19,26,6.5
7184,2023-06-04,Joe Root,Pakistan,84,6,10,8.7
7185,2025-01-21,Shubman Gill,West Indies,56,15,29,6.3
7186,2024-01-21,Travis Head,Sri Lanka,75,12,13,8.1
7187,2025-01-21,Shakib Al Hasan,Australia,57,4,39,5.9
7188,2024-02-04,Andre Russell,Pakistan,74,11,15,8.0
7189,2024-12-26,Shimron Hetmyer,India,61,13,26,6.8
7190,2023-08-03,Rohit Sharma,Pakistan,70,3,27,7.1
7191,2024-03-13,Kusal Mendis,West Indies,66,10,24,7.1
7192,2024-03-18,Harry Brook,Sri Lanka,91,10,0,9.6
7193,2023-07-11,Shimron Hetmyer,Afghanistan,88,3,9,8.9
7194,2023-12-05,Pat Cummins,Sri Lanka,72,6,22,7.5
7195,2023-02-13,Mujeeb Ur Rahman,Bangladesh,78,6,16,8.1
7196,2023-04-27,Kagiso Rabada,South Africa,69,19,12,7.9
7197,2023-12-01,Rashid Khan,South Africa,72,17,11,8.1
7198,2024-02-29,Aiden Markram,New Zealand,83,9,8,8.8
7199,2023-09-11,Dasun Shanaka,India,91,5,4,9.4
7200,2023-08-29,Steve Smith,South Africa,77,19,4,8.7
7201,2025-04-02,Rahmanullah Gurbaz,Afghanistan,70,8,22,7.4
7202,2024-10-04,Mustafizur Rahman,Bangladesh,60,17,23,6.9
7203,2024-01-30,Travis Head,South Africa,93,20,0,10.3
7204,2025-01-30,Rashid Khan,West Indies,69,11,20,7.5
7205,2023-10-29,Trent Boult,Sri Lanka,92,6,2,9.5
7206,2023-11-07,Jasprit Bumrah,Afghanistan,61,9,30,6.6
7207,2023-10-27,Angelo Mathews,South Africa,65,10,25,7.0
7208,2024-01-23,Shaheen Afridi,Afghanistan,59,5,36,6.2
7209,2023-12-15,Ravindra Jadeja,England,85,12,3,9.1
7210,2024-07-27,Shimron Hetmyer,Bangladesh,56,14,30,6.3
7211,2024-04-23,Jos Buttler,New Zealand,88,15,0,9.5
7212,2024-10-16,Mitchell Starc,Afghanistan,88,10,2,9.3
7213,2024-01-27,Babar Azam,West Indies,79,9,12,8.3
7214,2025-02-26,Shakib Al Hasan,South Africa,67,13,20,7.3
7215,2023-05-12,Harry Brook,Pakistan,55,11,34,6.0
7216,2024-08-23,Shakib Al Hasan,Pakistan,93,15,0,10.0
7217,2023-03-05,Wanindu Hasaranga,Afghanistan,74,3,23,7.5
7218,2025-06-12,Dasun Shanaka,Bangladesh,63,13,24,6.9
7219,2023-09-16,Angelo Mathews,South Africa,94,4,2,9.6
7220,2023-03-16,Wanindu Hasaranga,England,94,4,2,9.6
7221,2025-01-30,Babar Azam,Australia,85,16,0,9.3
7222,2024-11-26,Yashasvi Jaiswal,Australia,68,10,22,7.3
7223,2023-10-27,Mitchell Starc,New Zealand,55,20,25,6.5
7224,2023-02-14,Temba Bavuma,India,57,7,36,6.0
7225,2024-09-25,Harry Brook,Bangladesh,63,20,17,7.3
7226,2024-05-25,Mohammad Rizwan,Sri Lanka,57,4,39,5.9
7227,2023-04-03,Aiden Markram,New Zealand,70,15,15,7.8
7228,2025-04-19,Jason Holder,Bangladesh,65,9,26,6.9
7229,2023-12-14,Hardik Pandya,South Africa,64,11,25,6.9
7230,2024-08-06,Jasprit Bumrah,Bangladesh,85,17,0,9.4
7231,2023-01-14,KL Rahul,Sri Lanka,56,16,28,6.4
7232,2023-09-09,Shimron Hetmyer,West Indies,86,10,4,9.1
7233,2025-03-08,Dasun Shanaka,Sri Lanka,58,7,35,6.2
7234,2025-03-07,Mitchell Starc,England,63,7,30,6.7
7235,2025-03-31,Shimron Hetmyer,South Africa,74,9,17,7.9
7236,2023-08-07,Babar Azam,Australia,64,4,32,6.6
7237,2023-02-23,Mohammad Rizwan,India,79,16,5,8.7
7238,2023-10-07,Rashid Khan,West Indies,63,15,22,7.0
7239,2024-05-03,Harry Brook,England,91,17,0,9.9
7240,2025-05-11,Ben Stokes,Afghanistan,74,10,16,7.9
7241,2024-08-10,Virat Kohli,Afghanistan,79,6,15,8.2
7242,2023-08-05,Litton Das,Pakistan,78,13,9,8.4
7243,2023-09-08,Jofra Archer,Pakistan,55,3,42,5.6
7244,2023-03-11,Shaheen Afridi,Pakistan,60,15,25,6.8
7245,2025-01-12,Jofra Archer,New Zealand,62,3,35,6.3
7246,2025-02-22,Ben Stokes,Bangladesh,71,20,9,8.1
7247,2024-06-16,Jason Holder,England,73,8,19,7.7
7248,2023-06-20,Jofra Archer,Australia,95,10,0,10.0
7249,2024-03-22,Jos Buttler,Pakistan,56,11,33,6.2
7250,2023-11-01,Aiden Markram,Pakistan,87,12,1,9.3
7251,2023-07-23,Fakhar Zaman,Sri Lanka,58,5,37,6.0
7252,2024-10-12,Mitchell Starc,Pakistan,65,18,17,7.4
7253,2024-01-21,Travis Head,Afghanistan,63,14,23,7.0
7254,2024-04-16,Glenn Maxwell,India,56,11,33,6.2
7255,2024-06-29,Nicholas Pooran,Afghanistan,82,20,0,9.2
7256,2025-03-01,Kusal Mendis,India,57,5,38,5.9
7257,2023-07-12,Trent Boult,Australia,65,15,20,7.2
7258,2024-03-30,Jos Buttler,Bangladesh,60,10,30,6.5
7259,2023-02-19,Ravindra Jadeja,India,59,15,26,6.7
7260,2024-10-01,Devon Conway,New Zealand,67,9,24,7.1
7261,2025-01-12,Fakhar Zaman,West Indies,78,8,14,8.2
7262,2024-06-14,Shakib Al Hasan,England,92,15,0,9.9
7263,2023-12-22,Trent Boult,Sri Lanka,81,8,11,8.5
7264,2023-11-18,Steve Smith,Sri Lanka,63,4,33,6.5
7265,2024-03-16,Jos Buttler,New Zealand,88,18,0,9.7
7266,2025-01-30,Rahmanullah Gurbaz,Pakistan,72,13,15,7.9
7267,2024-06-21,Joe Root,India,81,12,7,8.7
7268,2023-04-04,Glenn Maxwell,India,92,12,0,9.8
7269,2024-05-19,Babar Azam,New Zealand,66,5,29,6.9
7270,2024-06-22,Mohammad Rizwan,Sri Lanka,94,14,0,10.1
7271,2024-01-08,Suryakumar Yadav,India,59,15,26,6.7
7272,2023-10-06,Jasprit Bumrah,Pakistan,77,15,8,8.4
7273,2024-12-04,Mohammad Rizwan,England,82,15,3,8.9
7274,2023-05-27,KL Rahul,Sri Lanka,91,3,6,9.2
7275,2023-02-20,Jos Buttler,Australia,81,15,4,8.8
7276,2025-02-26,Glenn Maxwell,New Zealand,88,7,5,9.2
7277,2024-07-08,Travis Head,West Indies,88,15,0,9.5
7278,2023-04-20,Rohit Sharma,Afghanistan,67,11,22,7.2
7279,2025-05-01,Nicholas Pooran,West Indies,66,19,15,7.5
7280,2024-02-18,Rishabh Pant,India,91,18,0,10.0
7281,2023-09-07,David Warner,South Africa,86,3,11,8.8
7282,2024-01-22,Tom Latham,England,70,11,19,7.5
7283,2023-01-20,Pat Cummins,India,87,12,1,9.3
7284,2023-12-21,Tom Latham,Sri Lanka,71,10,19,7.6
7285,2024-08-04,Wanindu Hasaranga,India,78,19,3,8.8
7286,2023-08-29,Babar Azam,New Zealand,88,10,2,9.3
7287,2025-03-16,Ben Stokes,England,72,14,14,7.9
7288,2025-01-28,Dasun Shanaka,Pakistan,86,5,9,8.8
7289,2024-07-31,Nicholas Pooran,New Zealand,74,8,18,7.8
7290,2024-10-16,Nicholas Pooran,South Africa,92,13,0,9.8
7291,2023-03-05,Trent Boult,South Africa,81,16,3,8.9
7292,2023-06-03,Litton Das,South Africa,77,4,19,7.9
7293,2025-05-14,Shubman Gill,Sri Lanka,89,10,1,9.4
7294,2025-06-15,MS Dhoni,New Zealand,61,16,23,6.9
7295,2024-03-07,Shakib Al Hasan,Sri Lanka,74,13,13,8.1
7296,2023-07-19,Mohammed Shami,Sri Lanka,84,14,2,9.1
7297,2025-06-17,Jasprit Bumrah,Australia,78,17,5,8.7
7298,2024-01-30,Shubman Gill,Bangladesh,62,4,34,6.4
7299,2023-01-01,Virat Kohli,West Indies,82,7,11,8.6
7300,2024-02-04,Jofra Archer,New Zealand,74,9,17,7.9
7301,2024-01-28,Shaheen Afridi,Sri Lanka,92,5,3,9.4
7302,2023-03-08,Dasun Shanaka,Afghanistan,94,17,0,10.2
7303,2025-02-12,Glenn Maxwell,Australia,74,10,16,7.9
7304,2025-05-22,Mohammed Shami,New Zealand,78,11,11,8.3
7305,2024-06-08,Rishabh Pant,South Africa,63,11,26,6.9
7306,2023-05-27,Kusal Mendis,Pakistan,95,12,0,10.1
7307,2024-02-07,Jason Holder,New Zealand,72,5,23,7.5
7308,2023-01-29,Pat Cummins,England,84,7,9,8.8
7309,2023-05-17,Babar Azam,Sri Lanka,85,8,7,8.9
7310,2023-10-21,Mustafizur Rahman,Sri Lanka,78,18,4,8.7
7311,2023-06-10,Shaheen Afridi,India,86,13,1,9.2
7312,2023-07-20,Glenn Maxwell,Sri Lanka,79,3,18,8.1
7313,2024-07-20,KL Rahul,Bangladesh,81,3,16,8.2
7314,2023-05-23,Jos Buttler,New Zealand,86,12,2,9.2
7315,2024-11-05,Jofra Archer,Sri Lanka,90,6,4,9.3
7316,2024-01-23,Travis Head,Pakistan,83,4,13,8.5
7317,2024-12-09,Jasprit Bumrah,India,67,16,17,7.5
7318,2023-03-27,Dasun Shanaka,South Africa,83,5,12,8.6
7319,2024-09-05,Trent Boult,Sri Lanka,60,11,29,6.6
7320,2023-06-28,Litton Das,Afghanistan,67,7,26,7.0
7321,2024-05-31,Mitchell Starc,Afghanistan,90,9,1,9.4
7322,2024-12-10,Harry Brook,New Zealand,81,17,2,8.9
7323,2023-04-22,Kagiso Rabada,Bangladesh,62,15,23,6.9
7324,2023-12-14,MS Dhoni,Australia,68,8,24,7.2
7325,2023-10-02,Mohammad Rizwan,England,86,18,0,9.5
7326,2025-06-14,Quinton de Kock,New Zealand,87,14,0,9.4
7327,2023-08-05,Tom Latham,Australia,65,18,17,7.4
7328,2024-03-16,Mujeeb Ur Rahman,Bangladesh,90,20,0,10.0
7329,2025-03-27,Jonny Bairstow,Bangladesh,62,14,24,6.9
7330,2023-11-07,Jonny Bairstow,Sri Lanka,75,13,12,8.1
7331,2024-01-22,Jasprit Bumrah,New Zealand,64,6,30,6.7
7332,2023-07-13,Tom Latham,Sri Lanka,87,7,6,9.1
7333,2023-06-02,Ravindra Jadeja,Afghanistan,81,6,13,8.4
7334,2025-04-26,Trent Boult,New Zealand,56,15,29,6.3
7335,2023-08-21,Litton Das,Pakistan,78,5,17,8.1
7336,2024-10-06,Fakhar Zaman,India,69,19,12,7.9
7337,2023-10-11,Joe Root,England,84,6,10,8.7
7338,2023-12-01,Shaheen Afridi,Sri Lanka,71,17,12,8.0
7339,2023-07-25,Ravindra Jadeja,India,92,3,5,9.4
7340,2023-03-02,Aiden Markram,Bangladesh,66,8,26,7.0
7341,2024-05-15,Quinton de Kock,India,70,20,10,8.0
7342,2023-11-02,Andre Russell,Bangladesh,88,13,0,9.4
7343,2024-10-12,Mohammad Rizwan,Afghanistan,85,12,3,9.1
7344,2024-08-15,Nicholas Pooran,Bangladesh,58,7,35,6.2
7345,2024-11-02,Angelo Mathews,Bangladesh,74,5,21,7.7
7346,2024-02-09,Trent Boult,Bangladesh,84,10,6,8.9
7347,2025-02-02,Mustafizur Rahman,India,67,12,21,7.3
7348,2024-06-05,Yashasvi Jaiswal,West Indies,65,10,25,7.0
7349,2023-07-17,Kagiso Rabada,Australia,65,15,20,7.2
7350,2023-08-05,Mujeeb Ur Rahman,India,75,20,5,8.5
7351,2023-07-02,Harry Brook,Sri Lanka,79,6,15,8.2
7352,2024-08-05,MS Dhoni,New Zealand,79,12,9,8.5
7353,2023-05-16,Ben Stokes,Bangladesh,95,14,0,10.2
7354,2023-01-07,Virat Kohli,England,85,14,1,9.2
7355,2023-12-24,Rohit Sharma,Afghanistan,55,13,32,6.2
7356,2025-05-30,Mitchell Starc,Australia,70,18,12,7.9
7357,2023-08-27,Harry Brook,South Africa,89,8,3,9.3
7358,2023-07-24,Fakhar Zaman,South Africa,80,15,5,8.8
7359,2024-11-16,Aiden Markram,Afghanistan,95,4,1,9.7
7360,2025-03-10,KL Rahul,South Africa,84,3,13,8.6
7361,2025-02-15,Shubman Gill,Pakistan,84,7,9,8.8
7362,2025-03-17,Jasprit Bumrah,New Zealand,60,5,35,6.2
7363,2023-12-29,Jofra Archer,Sri Lanka,73,12,15,7.9
7364,2023-08-12,Aiden Markram,Afghanistan,76,20,4,8.6
7365,2025-04-13,Jason Holder,West Indies,92,8,0,9.6
7366,2025-03-13,Shubman Gill,South Africa,61,18,21,7.0
7367,2024-05-26,Devon Conway,West Indies,90,5,5,9.2
7368,2024-07-13,Dasun Shanaka,South Africa,56,3,41,5.8
7369,2024-05-09,Andre Russell,Australia,63,14,23,7.0
7370,2024-04-03,Wanindu Hasaranga,South Africa,60,7,33,6.3
7371,2025-06-16,Trent Boult,New Zealand,89,17,0,9.8
7372,2023-06-09,Quinton de Kock,Sri Lanka,93,19,0,10.2
7373,2024-01-16,Shakib Al Hasan,Sri Lanka,61,13,26,6.8
7374,2023-06-21,Fakhar Zaman,New Zealand,77,20,3,8.7
7375,2024-12-23,Mujeeb Ur Rahman,New Zealand,76,17,7,8.4
7376,2024-05-10,Kusal Mendis,Pakistan,60,7,33,6.3
7377,2024-03-20,Rohit Sharma,Pakistan,75,16,9,8.3
7378,2024-05-03,Mitchell Starc,West Indies,71,20,9,8.1
7379,2024-12-13,Mohammed Shami,South Africa,75,13,12,8.1
7380,2023-02-24,Virat Kohli,Pakistan,77,11,12,8.2
7381,2024-09-05,Ben Stokes,Pakistan,55,16,29,6.3
7382,2025-03-09,Dasun Shanaka,Afghanistan,71,6,23,7.4
7383,2023-12-30,Fakhar Zaman,West Indies,90,4,6,9.2
7384,2024-04-27,Travis Head,India,91,12,0,9.7
7385,2023-03-28,KL Rahul,New Zealand,83,5,12,8.6
7386,2023-12-21,Yashasvi Jaiswal,New Zealand,76,8,16,8.0
7387,2025-06-17,Jason Holder,Afghanistan,72,6,22,7.5
7388,2023-09-04,Steve Smith,England,80,8,12,8.4
7389,2025-03-12,Jasprit Bumrah,Australia,58,4,38,6.0
7390,2023-11-07,Jasprit Bumrah,England,91,8,1,9.5
7391,2023-12-22,Mujeeb Ur Rahman,India,69,12,19,7.5
7392,2023-06-26,Joe Root,South Africa,60,14,26,6.7
7393,2023-04-15,Jonny Bairstow,Sri Lanka,65,15,20,7.2
7394,2023-10-28,Rashid Khan,South Africa,77,6,17,8.0
7395,2023-11-07,Rashid Khan,Pakistan,91,5,4,9.4
7396,2023-01-04,Angelo Mathews,New Zealand,63,20,17,7.3
7397,2025-01-09,Tom Latham,Sri Lanka,65,19,16,7.5
7398,2023-03-19,Litton Das,England,75,14,11,8.2
7399,2024-08-15,Mujeeb Ur Rahman,Afghanistan,68,17,15,7.7
7400,2024-02-11,Mohammad Rizwan,Sri Lanka,63,3,34,6.5
7401,2023-05-11,Litton Das,West Indies,66,13,21,7.2
7402,2023-04-24,Mohammad Rizwan,England,74,6,20,7.7
7403,2023-01-28,Mitchell Starc,England,62,10,28,6.7
7404,2025-01-04,Nicholas Pooran,Afghanistan,94,20,0,10.4
7405,2024-11-12,Mitchell Starc,Bangladesh,89,13,0,9.5
7406,2023-11-13,Hardik Pandya,Bangladesh,81,15,4,8.8
7407,2024-02-04,Fakhar Zaman,Pakistan,79,9,12,8.3
7408,2025-02-06,Yashasvi Jaiswal,West Indies,79,5,16,8.1
7409,2024-09-15,Temba Bavuma,Bangladesh,76,5,19,7.9
7410,2023-08-30,Harry Brook,Pakistan,78,6,16,8.1
7411,2023-08-20,Ben Stokes,England,65,15,20,7.2
7412,2024-10-14,Travis Head,South Africa,60,4,36,6.2
7413,2024-08-13,Jasprit Bumrah,South Africa,92,14,0,9.9
7414,2025-01-05,Rashid Khan,Australia,74,6,20,7.7
7415,2024-01-07,Tom Latham,India,67,20,13,7.7
7416,2024-06-25,Andre Russell,England,66,17,17,7.5
7417,2023-05-19,Joe Root,Australia,73,11,16,7.9
7418,2024-12-07,Travis Head,New Zealand,63,9,28,6.8
7419,2023-04-29,Mitchell Starc,Bangladesh,71,10,19,7.6
7420,2023-12-18,Babar Azam,Australia,94,19,0,10.3
7421,2023-04-05,Mitchell Starc,Pakistan,56,20,24,6.6
7422,2024-08-16,Rishabh Pant,India,83,11,6,8.8
7423,2024-06-12,Jasprit Bumrah,Sri Lanka,86,19,0,9.5
7424,2025-01-04,Fakhar Zaman,Pakistan,79,13,8,8.6
7425,2024-05-15,Babar Azam,India,80,11,9,8.6
7426,2024-10-16,Devon Conway,Pakistan,94,19,0,10.3
7427,2023-08-09,Jasprit Bumrah,Pakistan,55,17,28,6.3
7428,2024-10-04,Quinton de Kock,West Indies,91,15,0,9.8
7429,2023-11-20,Dasun Shanaka,India,57,3,40,5.8
7430,2024-11-22,Kagiso Rabada,India,72,5,23,7.5
7431,2024-05-11,Kusal Mendis,South Africa,80,9,11,8.4
7432,2024-08-07,Mohammed Shami,Pakistan,64,17,19,7.2
7433,2024-09-04,Wanindu Hasaranga,South Africa,67,17,16,7.5
7434,2024-10-17,Mohammad Rizwan,Sri Lanka,74,13,13,8.1
7435,2025-04-15,Devon Conway,India,87,10,3,9.2
7436,2025-04-15,Angelo Mathews,India,81,11,8,8.7
7437,2023-11-15,Shaheen Afridi,West Indies,56,3,41,5.8
7438,2024-03-09,Shubman Gill,Bangladesh,60,3,37,6.2
7439,2023-06-09,Andre Russell,Sri Lanka,60,20,20,7.0
7440,2024-06-09,Litton Das,South Africa,74,17,9,8.2
7441,2023-05-21,Shaheen Afridi,England,82,20,0,9.2
7442,2024-09-09,Mustafizur Rahman,West Indies,75,16,9,8.3
7443,2024-12-31,Rashid Khan,India,91,12,0,9.7
7444,2024-10-15,Shaheen Afridi,Australia,63,12,25,6.9
7445,2023-05-24,Rashid Khan,Bangladesh,67,15,18,7.5
7446,2024-07-10,Jason Holder,Bangladesh,61,17,22,6.9
7447,2024-08-25,Devon Conway,Australia,85,6,9,8.8
7448,2023-08-06,Dasun Shanaka,New Zealand,69,8,23,7.3
7449,2023-10-13,Trent Boult,Australia,72,16,12,8.0
7450,2023-07-31,Shimron Hetmyer,Afghanistan,63,19,18,7.2
7451,2025-05-29,Harry Brook,Pakistan,81,19,0,9.1
7452,2023-02-17,Rohit Sharma,West Indies,57,4,39,5.9
7453,2025-02-25,Jofra Archer,New Zealand,56,14,30,6.3
7454,2024-09-15,Tom Latham,England,82,8,10,8.6
7455,2024-05-19,Kane Williamson,Sri Lanka,82,4,14,8.4
7456,2023-03-14,Kagiso Rabada,Sri Lanka,86,17,0,9.4
7457,2024-09-02,Rahmanullah Gurbaz,Australia,83,13,4,8.9
7458,2023-03-22,Nicholas Pooran,Sri Lanka,81,18,1,9.0
7459,2024-09-11,Travis Head,Pakistan,59,15,26,6.7
7460,2024-10-20,Jasprit Bumrah,India,80,7,13,8.3
7461,2024-10-07,Mujeeb Ur Rahman,Bangladesh,69,7,24,7.2
7462,2023-02-07,Mustafizur Rahman,Pakistan,91,5,4,9.4
7463,2024-10-28,David Warner,South Africa,61,15,24,6.9
7464,2024-03-10,Ben Stokes,Australia,73,13,14,8.0
7465,2023-11-19,Litton Das,South Africa,80,15,5,8.8
7466,2024-06-18,Glenn Maxwell,Afghanistan,71,13,16,7.8
7467,2023-12-17,Travis Head,New Zealand,68,16,16,7.6
7468,2023-05-19,Temba Bavuma,England,82,13,5,8.8
7469,2023-11-21,Litton Das,Bangladesh,89,8,3,9.3
7470,2023-08-08,Litton Das,Australia,59,12,29,6.5
7471,2023-07-27,Jasprit Bumrah,Australia,91,17,0,9.9
7472,2023-03-11,Trent Boult,Bangladesh,94,3,3,9.5
7473,2025-06-08,Jonny Bairstow,Bangladesh,70,4,26,7.2
7474,2023-10-31,Mitchell Starc,India,59,12,29,6.5
7475,2025-01-10,Jasprit Bumrah,South Africa,90,20,0,10.0
7476,2023-08-01,Mohammad Rizwan,Bangladesh,70,5,25,7.2
7477,2023-10-13,Devon Conway,Pakistan,64,9,27,6.9
7478,2024-10-29,Ben Stokes,Afghanistan,80,13,7,8.7
7479,2023-12-22,Steve Smith,Australia,57,9,34,6.2
7480,2024-03-16,Babar Azam,West Indies,80,10,10,8.5
7481,2024-04-12,Nicholas Pooran,Sri Lanka,74,7,19,7.8
7482,2024-03-04,Hardik Pandya,Australia,87,12,1,9.3
7483,2024-10-10,Devon Conway,Australia,84,20,0,9.4
7484,2023-05-29,Andre Russell,South Africa,66,12,22,7.2
7485,2024-06-06,Jason Holder,West Indies,72,7,21,7.5
7486,2024-08-18,MS Dhoni,Pakistan,59,4,37,6.1
7487,2024-04-16,Glenn Maxwell,India,95,8,0,9.9
7488,2023-09-20,Glenn Maxwell,Bangladesh,64,12,24,7.0
7489,2024-03-27,Babar Azam,Pakistan,86,17,0,9.4
7490,2023-08-23,Devon Conway,Sri Lanka,82,19,0,9.2
7491,2024-07-20,Rishabh Pant,South Africa,95,17,0,10.3
7492,2023-10-16,Joe Root,New Zealand,94,17,0,10.2
7493,2024-02-16,Pat Cummins,Australia,59,6,35,6.2
7494,2025-06-06,Nicholas Pooran,New Zealand,84,4,12,8.6
7495,2023-06-16,Kane Williamson,India,94,4,2,9.6
7496,2024-10-10,Trent Boult,Pakistan,95,18,0,10.4
7497,2023-05-21,Kagiso Rabada,Australia,82,6,12,8.5
7498,2024-02-05,Steve Smith,Sri Lanka,70,9,21,7.5
7499,2025-03-09,Jofra Archer,England,64,13,23,7.0
7500,2023-08-30,Mustafizur Rahman,Sri Lanka,71,9,20,7.5
7501,2023-10-28,Quinton de Kock,Bangladesh,72,17,11,8.1
7502,2025-01-02,Babar Azam,South Africa,68,3,29,6.9
7503,2023-09-14,Rashid Khan,Pakistan,80,4,16,8.2
7504,2024-10-20,Ravindra Jadeja,West Indies,89,3,8,9.1
7505,2025-02-02,Kusal Mendis,Pakistan,84,20,0,9.4
7506,2023-08-21,Shimron Hetmyer,India,87,17,0,9.5
7507,2024-04-25,Litton Das,New Zealand,70,20,10,8.0
7508,2025-02-24,Rishabh Pant,West Indies,83,15,2,9.1
7509,2024-11-13,Jason Holder,West Indies,64,6,30,6.7
7510,2023-11-30,Ben Stokes,West Indies,57,3,40,5.8
7511,2023-11-22,Steve Smith,New Zealand,73,7,20,7.7
7512,2024-04-07,Babar Azam,Sri Lanka,82,15,3,8.9
7513,2024-03-16,Virat Kohli,Sri Lanka,87,11,2,9.2
7514,2023-06-26,Mustafizur Rahman,Bangladesh,72,8,20,7.6
7515,2023-07-17,Hardik Pandya,New Zealand,59,13,28,6.6
7516,2023-10-17,Babar Azam,Bangladesh,80,6,14,8.3
7517,2024-04-02,Mohammed Shami,Pakistan,85,16,0,9.3
7518,2023-05-17,Joe Root,Afghanistan,82,7,11,8.6
7519,2023-08-10,Ben Stokes,Pakistan,55,16,29,6.3
7520,2023-02-26,Litton Das,Bangladesh,76,6,18,7.9
7521,2024-12-30,Devon Conway,Sri Lanka,65,10,25,7.0
7522,2023-05-11,Jason Holder,New Zealand,75,17,8,8.3
7523,2024-02-17,Shakib Al Hasan,Pakistan,71,20,9,8.1
7524,2023-07-24,Kagiso Rabada,Australia,64,6,30,6.7
7525,2023-06-22,Jasprit Bumrah,England,58,17,25,6.7
7526,2024-10-31,Ravindra Jadeja,South Africa,77,20,3,8.7
7527,2024-06-08,Mohammed Shami,India,88,14,0,9.5
7528,2024-03-12,KL Rahul,India,68,19,13,7.8
7529,2024-07-27,Suryakumar Yadav,India,65,18,17,7.4
7530,2024-10-06,Aiden Markram,New Zealand,77,4,19,7.9
7531,2024-11-14,Travis Head,Afghanistan,86,7,7,8.9
7532,2024-11-25,Mujeeb Ur Rahman,Australia,59,4,37,6.1
7533,2023-03-17,Pat Cummins,Bangladesh,80,11,9,8.6
7534,2023-09-07,Mohammed Shami,England,75,5,20,7.8
7535,2023-06-08,Travis Head,England,65,18,17,7.4
7536,2024-12-24,Jonny Bairstow,New Zealand,56,12,32,6.2
7537,2023-12-23,Steve Smith,India,93,3,4,9.4
7538,2024-03-31,Litton Das,Afghanistan,78,6,16,8.1
7539,2024-08-12,Glenn Maxwell,Pakistan,67,20,13,7.7
7540,2024-04-23,Shaheen Afridi,West Indies,76,17,7,8.4
7541,2025-03-16,Rohit Sharma,West Indies,81,14,5,8.8
7542,2025-03-02,Shakib Al Hasan,Sri Lanka,90,9,1,9.4
7543,2023-08-22,Litton Das,Afghanistan,88,17,0,9.7
7544,2023-02-27,David Warner,England,60,11,29,6.6
7545,2023-09-22,Mujeeb Ur Rahman,Pakistan,66,20,14,7.6
7546,2023-08-27,Nicholas Pooran,India,82,20,0,9.2
7547,2025-05-18,Kusal Mendis,South Africa,77,5,18,8.0
7548,2024-12-01,Glenn Maxwell,Afghanistan,69,8,23,7.3
7549,2023-04-16,Rohit Sharma,Australia,75,20,5,8.5
7550,2025-03-02,Litton Das,Pakistan,74,19,7,8.3
7551,2025-01-15,Devon Conway,Bangladesh,61,12,27,6.7
7552,2025-01-18,Mohammad Rizwan,England,68,8,24,7.2
7553,2024-09-20,Rohit Sharma,Bangladesh,57,18,25,6.6
7554,2023-03-01,Babar Azam,India,84,3,13,8.6
7555,2023-05-14,Aiden Markram,Sri Lanka,77,16,7,8.5
7556,2023-12-08,Rahmanullah Gurbaz,England,55,7,38,5.8
7557,2024-11-07,Temba Bavuma,Australia,58,7,35,6.2
7558,2023-08-02,Rahmanullah Gurbaz,Sri Lanka,78,9,13,8.2
7559,2023-09-12,Trent Boult,England,88,5,7,9.1
7560,2024-09-10,Mustafizur Rahman,South Africa,69,5,26,7.1
7561,2024-10-11,Babar Azam,Bangladesh,78,17,5,8.7
7562,2024-05-01,Steve Smith,India,84,15,1,9.2
7563,2024-11-21,Litton Das,Pakistan,90,5,5,9.2
7564,2023-09-03,Rohit Sharma,South Africa,93,9,0,9.8
7565,2023-01-30,Jasprit Bumrah,England,88,4,8,9.0
7566,2025-03-10,Quinton de Kock,New Zealand,84,8,8,8.8
7567,2023-01-06,Jonny Bairstow,Afghanistan,73,19,8,8.2
7568,2023-05-25,David Warner,New Zealand,94,3,3,9.5
7569,2023-02-28,Pat Cummins,New Zealand,81,4,15,8.3
7570,2023-04-20,Harry Brook,India,76,16,8,8.4
7571,2024-11-19,Temba Bavuma,India,60,3,37,6.2
7572,2023-01-28,Nicholas Pooran,West Indies,68,17,15,7.7
7573,2024-03-13,Fakhar Zaman,India,66,11,23,7.1
7574,2024-05-29,Temba Bavuma,Bangladesh,78,4,18,8.0
7575,2024-03-20,David Warner,Australia,64,12,24,7.0
7576,2024-08-31,Tom Latham,West Indies,76,6,18,7.9
7577,2024-05-09,Fakhar Zaman,New Zealand,88,15,0,9.5
7578,2024-06-14,Babar Azam,India,72,8,20,7.6
7579,2024-04-19,Hardik Pandya,South Africa,82,18,0,9.1
7580,2023-08-10,Virat Kohli,Afghanistan,73,11,16,7.9
7581,2024-05-21,Jason Holder,Afghanistan,58,17,25,6.7
7582,2025-02-17,Dasun Shanaka,England,80,20,0,9.0
